Contig name,Number of restriction sites,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,Contig annotation,Is Viral
k141_13690,124,9468,271.408,6432,cerevisiae,False
k141_2964,46,4572,203.495,2823,waltii,False
k141_12716,24,1996,13.007,47,kudriavzevii,False
k141_12718,24,1947,11.7251,19,kudriavzevii,False
k141_1230,429,18739,1845.9,314989,waltii,False
k141_13691,169,12562,56.2228,2381,paradoxus,False
k141_10067,383,33297,80.2889,5628,uvarum,False
k141_10068,47,1583,36.5687,1496,pastoris,False
k141_8339,31,3139,125.138,796,kluyveri,False
k141_10069,6,1073,13.0585,10,kudriavzevii,False
k141_10872,212,17916,50.7826,2426,paradoxus,False
k141_4902,101,3302,497.284,8111,wickerhamii,False
k141_10873,8,1077,181.504,539,cerevisiae,False
k141_11836,148,11140,59.571,1589,paradoxus,False
k141_11838,27,1730,125.707,98,Rhinovirus,True
k141_5715,67,6187,58.9614,919,paradoxus,False
k141_11840,31,1993,258.623,232,cerevisiae,False
k141_11841,12,1315,222.732,623,paradoxus,False
k141_8342,101,8222,134.036,1369,paradoxus,False
k141_8344,46,3580,289.806,2510,cerevisiae,False
k141_11844,159,13935,104.659,2470,uvarum,False
k141_12719,123,13560,116.759,5056,kluyveri,False
k141_12721,25,2801,108.807,1196,kluyveri,False
k141_12724,25,1301,119.57,120,paradoxus,False
k141_2041,349,27438,72.1498,5809,mikatae,False
k141_355,1010,88574,82.282,13135,uvarum,False
k141_1231,257,22466,51.7648,3985,paradoxus,False
k141_1235,12,1298,8.38066,8,kudriavzevii,False
k141_1242,19,1107,12.1379,87,mikatae,False
k141_10874,356,33485,99.6349,13652,kluyveri,False
k141_10876,51,4476,60.4431,675,paradoxus,False
k141_5716,208,21014,83.6617,2192,uvarum,False
k141_8346,156,14945,87.7494,4558,waltii,False
k141_13692,361,31356,84.1922,7914,mikatae,False
k141_2968,463,38942,71.6356,6118,wickerhamii,False
k141_13693,70,4730,75.2594,672,mikatae,False
k141_11845,257,18064,51.1081,2307,paradoxus,False
k141_361,203,18239,75.9642,3817,uvarum,False
k141_11848,72,6836,54.9892,789,paradoxus,False
k141_4906,538,48318,80.1939,10646,Coronavirus,True
k141_6481,885,127640,50.8871,2384,gossypii,False
k141_2046,296,23488,80.6013,5563,mikatae,False
k141_1243,260,21982,107.114,7369,mikatae,False
k141_2049,109,10174,80.359,2135,uvarum,False
k141_2051,16,1263,13.8742,77,kudriavzevii,False
k141_12725,518,41241,74.0904,12086,lactis,False
k141_2052,13,1123,9.5889,28,kudriavzevii,False
k141_10878,301,26386,92.8256,4787,stipitis,False
k141_10880,14,1175,10.0127,35,kudriavzevii,False
k141_4917,13,2136,14.5524,138,kudriavzevii,False
k141_362,251,22060,271.511,23082,Enterovirus,True
k141_11850,240,20040,328.313,16514,cerevisiae,False
k141_363,15,2767,258.488,1613,kluyveri,False
k141_11852,47,4593,63.6334,1139,paradoxus,False
k141_8347,574,49186,80.1162,10865,mikatae,False
k141_2055,138,11064,79.3009,2626,lactis,False
k141_7411,3477,299896,86.109,76099,Coronavirus,True
k141_1248,244,18523,53.2506,2923,paradoxus,False
k141_1249,25,2499,57.8404,776,paradoxus,False
k141_9254,1639,110608,90.1723,25249,castellii,False
k141_1251,8,1049,77.2236,570,paradoxus,False
k141_9258,13,1389,9.99677,22,kudriavzevii,False
k141_9260,34,3478,240.601,3496,cerevisiae,False
k141_8348,39,4222,1462.91,9052,waltii,False
k141_11853,127,11260,201.741,3777,wickerhamii,False
k141_8351,27,2555,149.738,267,mikatae,False
k141_11856,31,2323,274.821,3979,cerevisiae,False
k141_8354,136,11838,81.809,2895,stipitis,False
k141_10070,1101,88487,69.8716,17912,wickerhamii,False
k141_10072,12,1007,85.4679,61,castellii,False
k141_7413,326,27716,103.987,10669,kluyveri,False
k141_1257,432,29916,87.205,10164,castellii,False
k141_7415,161,11153,60.6967,1693,paradoxus,False
k141_364,488,44842,81.1822,10471,stipitis,False
k141_1264,25,2018,12.3003,49,kudriavzevii,False
k141_2057,468,46285,82.8455,7699,uvarum,False
k141_3917,963,128239,47.3802,2844,gossypii,False
k141_365,94,6897,51.746,1231,paradoxus,False
k141_8357,142,11585,45.174,2085,paradoxus,False
k141_8358,17,1386,9.17314,42,kudriavzevii,False
k141_7417,52,5301,97.4589,623,castellii,False
k141_4921,925,60233,96.6734,18316,castellii,False
k141_10889,527,50585,81.4589,9998,waltii,False
k141_10891,18,1722,94.2742,474,waltii,False
k141_10078,186,18703,117.719,7518,kluyveri,False
k141_2061,22,1487,10.1631,34,kudriavzevii,False
k141_3921,13,1166,10.6388,13,kudriavzevii,False
k141_367,41,2811,2954.3,13047,cerevisiae,False
k141_3927,68,5019,87.7527,2882,kluyveri,False
k141_4927,70,7284,84.1148,732,uvarum,False
k141_9261,646,48039,75.2914,13163,lactis,False
k141_2062,133,14155,107.432,8635,Coronavirus,True
k141_9266,17,1380,13.5106,65,kudriavzevii,False
k141_9268,15,1059,11.3674,18,kudriavzevii,False
k141_9271,13,1236,224.652,481,cerevisiae,False
k141_5717,1119,116209,84.7131,34676,waltii,False
k141_3928,130,12109,60.3076,1787,paradoxus,False
k141_2064,129,8283,53.1803,1236,paradoxus,False
k141_5724,31,2520,214.351,292,stipitis,False
k141_2070,50,4105,129.129,1188,kluyveri,False
k141_8364,374,35510,80.2639,5030,uvarum,False
k141_13694,1705,117532,96.0942,36303,castellii,False
k141_4929,424,34188,272.856,24343,cerevisiae,False
k141_369,266,24087,288.581,20897,cerevisiae,False
k141_5726,97,7645,66.0871,1317,paradoxus,False
k141_3930,167,15818,64.2826,3193,paradoxus,False
k141_373,104,7616,257.018,5265,cerevisiae,False
k141_375,16,1532,13.9501,37,kudriavzevii,False
k141_1265,515,50661,109.381,20616,kluyveri,False
k141_1266,10,1084,9.96467,38,kudriavzevii,False
k141_376,85,8324,64.1529,1416,paradoxus,False
k141_378,15,1498,12.8116,19,kudriavzevii,False
k141_1268,83,6170,72.4505,2950,wickerhamii,False
k141_380,28,2754,160.629,548,Influenzavirus,True
k141_381,10,1044,11.8557,10,kudriavzevii,False
k141_4930,15,1014,53.5394,137,paradoxus,False
k141_4935,61,4264,77.1334,845,mikatae,False
k141_4938,44,3751,55.6132,500,paradoxus,False
k141_13695,300,23006,58.9825,3983,paradoxus,False
k141_10079,498,51239,89.8271,16060,waltii,False
k141_13697,15,1111,27.2008,41,kudriavzevii,False
k141_10080,40,4665,71.1993,850,paradoxus,False
k141_13698,71,6442,54.5167,1041,paradoxus,False
k141_8367,337,33882,104.846,17406,kluyveri,False
k141_4939,174,12642,85.8509,2343,wickerhamii,False
k141_8368,40,4053,92.2785,568,stipitis,False
k141_1269,51,4903,57.7259,1034,paradoxus,False
k141_1270,51,4473,74.8279,2289,mikatae,False
k141_1272,20,1399,81.4091,78,cerevisiae,False
k141_6489,846,127786,49.7993,2560,gossypii,False
k141_13700,20,1654,57.2952,649,paradoxus,False
k141_13704,23,2363,282.709,2349,cerevisiae,False
k141_6490,94,7708,79.9987,940,uvarum,False
k141_13705,23,3699,298.118,1977,paradoxus,False
k141_10082,118,11017,86.8408,1550,uvarum,False
k141_10084,47,4814,184.446,929,uvarum,False
k141_8370,129,10671,56.8987,2332,paradoxus,False
k141_11858,1785,115253,88.9477,30886,castellii,False
k141_11859,11,1410,12.577,20,kudriavzevii,False
k141_8371,63,6089,57.6437,1285,paradoxus,False
k141_4942,252,20651,81.5189,4829,mikatae,False
k141_10085,144,12376,95.2132,2446,wickerhamii,False
k141_2970,2085,174356,72.007,35585,wickerhamii,False
k141_2971,57,4997,69.4242,615,Herpesvirus,True
k141_10086,92,7391,107.509,2413,Rhinovirus,True
k141_394,138,27840,125.488,12090,kluyveri,False
k141_7419,1190,90767,67.279,17044,wickerhamii,False
k141_1273,374,30594,87.4226,5177,mikatae,False
k141_13706,314,25048,54.4942,4178,paradoxus,False
k141_6496,336,26122,76.6451,4439,mikatae,False
k141_395,202,14931,66.8162,1489,Enterovirus,True
k141_7422,139,11042,72.8081,2584,Influenzavirus,True
k141_400,9,1170,10.3784,8,kudriavzevii,False
k141_4947,127,12407,78.2695,2083,uvarum,False
k141_2071,940,78393,96.6216,27615,kluyveri,False
k141_4950,16,1695,13.0039,52,kudriavzevii,False
k141_13710,150,11174,88.5722,2184,mikatae,False
k141_10090,45,2881,96.4522,258,stipitis,False
k141_10093,24,2266,13.3294,35,kudriavzevii,False
k141_9273,1087,87227,278.992,68205,cerevisiae,False
k141_2973,175,15043,93.6837,7262,kluyveri,False
k141_4952,73,5410,72.7344,1158,paradoxus,False
k141_2975,16,2171,9.45522,182,kudriavzevii,False
k141_4953,11,2137,15.6955,98,kudriavzevii,False
k141_13711,17,1516,93.563,164,castellii,False
k141_13714,33,1016,900.42,2679,uvarum,False
k141_401,178,14065,290.71,13485,cerevisiae,False
k141_5732,971,83434,245.836,60347,cerevisiae,False
k141_404,9,1257,13.121,9,kudriavzevii,False
k141_1276,527,31910,95.0698,9246,castellii,False
k141_405,90,7072,155.541,2425,paradoxus,False
k141_409,28,2274,359.147,335,stipitis,False
k141_11866,482,43765,100.733,21455,kluyveri,False
k141_4955,196,15093,90.9334,2985,mikatae,False
k141_10097,259,22185,61.5274,3365,paradoxus,False
k141_4958,15,1168,88.6699,384,uvarum,False
k141_2978,228,19044,56.0891,2929,paradoxus,False
k141_4961,16,1512,191.438,1110,kluyveri,False
k141_10099,44,3664,74.7948,1887,mikatae,False
k141_8373,637,52978,82.0953,8236,uvarum,False
k141_8375,18,1976,211.768,775,waltii,False
k141_10105,56,6017,335.549,6497,Coronavirus,True
k141_10110,13,1563,5918.19,18814,paradoxus,False
k141_10112,11,1003,14.4209,7,Coronavirus,True
k141_412,88,6813,11.1501,114,Coronavirus,True
k141_1281,203,19219,107.471,9256,kluyveri,False
k141_11880,106,10215,295.227,12306,cerevisiae,False
k141_13717,368,34556,82.7097,7346,uvarum,False
k141_6503,640,47439,297.217,37741,cerevisiae,False
k141_12728,2520,216456,93.3893,47119,stipitis,False
k141_10117,41,4594,66.4534,759,paradoxus,False
k141_12730,17,1136,8.79006,18,kudriavzevii,False
k141_13718,129,10011,52.0712,1175,paradoxus,False
k141_13719,12,1167,108.594,89,uvarum,False
k141_13720,22,3734,116.896,1051,kluyveri,False
k141_5733,379,44462,49.9858,934,Herpesvirus,True
k141_11881,46,3293,53.1899,376,paradoxus,False
k141_11883,7,1020,12.2678,7,kudriavzevii,False
k141_9274,616,56251,107.096,23388,kluyveri,False
k141_11884,66,5349,49.8957,1315,paradoxus,False
k141_8376,253,21550,148.599,9906,paradoxus,False
k141_11886,23,2521,67.3408,379,paradoxus,False
k141_8377,37,3421,283.186,1418,cerevisiae,False
k141_8383,12,1018,11.0899,8,Herpesvirus,True
k141_7427,872,72445,84.4572,14133,mikatae,False
k141_11895,65,5955,332.579,2689,cerevisiae,False
k141_4970,576,40466,100.071,9994,castellii,False
k141_11898,25,1415,1537.72,2562,wickerhamii,False
k141_4973,12,1494,12.2634,24,Enterovirus,True
k141_10118,114,16913,59.8113,255,gossypii,False
k141_1289,259,19643,293.932,15540,cerevisiae,False
k141_13725,32,3389,173.379,1254,cerevisiae,False
k141_10119,39,4487,507.155,8230,cerevisiae,False
k141_13727,22,2065,52.2548,175,paradoxus,False
k141_5734,123,11031,69.7067,2114,paradoxus,False
k141_1294,81,6585,56.368,1345,paradoxus,False
k141_13728,112,9340,61.4356,2159,paradoxus,False
k141_5735,83,7114,65.7338,1594,paradoxus,False
k141_413,482,43716,184.245,20523,uvarum,False
k141_416,12,1267,293.493,451,cerevisiae,False
k141_13730,100,8207,300.639,6045,cerevisiae,False
k141_5738,100,9336,61.6303,2255,Influenzavirus,True
k141_13731,18,3016,84.515,1372,uvarum,False
k141_11899,58,2468,1291.95,11003,wickerhamii,False
k141_8384,145,10385,79.7059,1551,mikatae,False
k141_10123,156,12896,56.5045,2007,paradoxus,False
k141_10124,11,2576,498.538,1534,mikatae,False
k141_8389,97,9398,79.9346,3326,lactis,False
k141_10125,48,5733,44.4983,262,kudriavzevii,False
k141_7429,290,24923,102.618,6770,kluyveri,False
k141_7430,9,1460,141.466,259,paradoxus,False
k141_4975,259,21120,53.6816,3267,paradoxus,False
k141_10128,21,2303,250.281,3504,cerevisiae,False
k141_10134,34,2688,240.602,1208,uvarum,False
k141_2982,846,66200,286.054,45889,cerevisiae,False
k141_13732,116,10451,56.0864,1677,paradoxus,False
k141_419,185,18152,101.381,6956,kluyveri,False
k141_420,16,1314,9.54983,24,kudriavzevii,False
k141_13733,37,3993,298.793,2646,cerevisiae,False
k141_13734,19,1079,53.6179,77,paradoxus,False
k141_7433,46,5153,66.2622,1030,paradoxus,False
k141_423,8,1048,58.6403,111,paradoxus,False
k141_10135,21,2060,129.039,511,castellii,False
k141_10136,19,1404,11.2512,27,kudriavzevii,False
k141_10892,2511,223208,87.9132,54370,stipitis,False
k141_10140,13,1419,688.021,1099,paradoxus,False
k141_8390,279,21848,293.424,16472,cerevisiae,False
k141_8393,34,2672,216.577,2320,cerevisiae,False
k141_9281,753,58060,284.048,39101,cerevisiae,False
k141_11900,480,43067,308.686,44430,cerevisiae,False
k141_5739,372,34163,105.135,11636,kluyveri,False
k141_4980,291,21816,69.474,3184,wickerhamii,False
k141_2987,264,21509,288.878,13357,cerevisiae,False
k141_4981,37,1225,811.479,5123,cerevisiae,False
k141_9283,28,2772,69.558,442,paradoxus,False
k141_9286,8,1210,253.198,223,wickerhamii,False
k141_2990,41,2648,79.8851,533,uvarum,False
k141_425,228,19134,282.408,17444,cerevisiae,False
k141_5741,55,8498,132.836,3895,kluyveri,False
k141_4983,87,7750,86.2055,1465,mikatae,False
k141_12735,934,68227,99.4193,16679,castellii,False
k141_11901,44,2994,281.59,960,cerevisiae,False
k141_11907,139,10467,466.623,9668,cerevisiae,False
k141_6510,1092,93708,83.1881,22190,mikatae,False
k141_1303,712,65091,76.0617,9407,uvarum,False
k141_5746,22,1665,24.0535,39,kudriavzevii,False
k141_4984,79,5928,95.2752,1213,castellii,False
k141_4985,68,5270,56.6398,701,paradoxus,False
k141_8394,275,24605,103.274,12954,kluyveri,False
k141_2997,417,20926,597.823,25917,uvarum,False
k141_4988,75,6460,59.2816,891,paradoxus,False
k141_10144,363,37391,105.731,16450,kluyveri,False
k141_5747,201,17503,92.203,5195,kluyveri,False
k141_5749,11,1007,10.063,7,kudriavzevii,False
k141_9293,332,26216,267.306,17397,cerevisiae,False
k141_10902,384,27892,230.502,16270,cerevisiae,False
k141_5750,75,4669,241.263,1318,mikatae,False
k141_10904,9,1135,13.4162,14,kudriavzevii,False
k141_12738,384,32278,247.822,18679,cerevisiae,False
k141_5751,11,1780,271.179,1278,cerevisiae,False
k141_12739,24,1842,8.69681,23,kudriavzevii,False
k141_427,327,23998,254.683,14374,cerevisiae,False
k141_430,21,2071,41.4878,338,paradoxus,False
k141_6511,113,8200,53.9996,2167,Influenzavirus,True
k141_435,65,3900,63.4355,350,paradoxus,False
k141_6513,79,7415,312.839,6042,cerevisiae,False
k141_437,105,6844,52.7507,1445,paradoxus,False
k141_6514,74,8046,100.119,26188,uvarum,False
k141_10907,42,7253,135.301,2577,kluyveri,False
k141_10912,13,1011,13.6016,10,kudriavzevii,False
k141_3002,186,15809,87.7502,2153,stipitis,False
k141_10916,19,1411,14.199,10,kudriavzevii,False
k141_9297,271,21897,51.289,3536,paradoxus,False
k141_6515,60,5991,205.674,3285,Coronavirus,True
k141_5760,658,55857,222.024,29100,Influenzavirus,True
k141_7441,479,65248,49.101,1466,gossypii,False
k141_6522,24,2626,17.3522,58,kudriavzevii,False
k141_11910,770,53536,88.7022,13400,castellii,False
k141_12740,499,43431,91.6089,11027,stipitis,False
k141_3004,173,14183,79.5192,2711,mikatae,False
k141_2072,1926,197464,85.4739,61562,waltii,False
k141_447,319,32302,108.463,11031,kluyveri,False
k141_7442,33,2582,11.7685,34,kudriavzevii,False
k141_9298,161,12111,62.5443,1552,paradoxus,False
k141_7444,15,1015,11.7214,19,kudriavzevii,False
k141_7445,60,6911,112.475,2584,kluyveri,False
k141_9300,215,15209,56.2758,2574,paradoxus,False
k141_9301,37,1652,444.89,3178,mikatae,False
k141_4993,641,56751,73.0039,10478,wickerhamii,False
k141_10918,403,36732,77.3243,4605,uvarum,False
k141_1306,345,31761,55.7184,5267,paradoxus,False
k141_9303,88,8275,56.1774,2340,paradoxus,False
k141_2074,20,1345,10.9623,9,kudriavzevii,False
k141_11916,94,8999,93.0502,1884,mikatae,False
k141_11917,50,3878,468.952,2924,cerevisiae,False
k141_7446,38,2812,73.5308,694,uvarum,False
k141_11918,14,2118,192.203,609,waltii,False
k141_456,51,5570,117.377,1457,castellii,False
k141_2076,157,10521,54.9476,1942,paradoxus,False
k141_11920,10,2160,740.263,1132,waltii,False
k141_6524,380,34375,100.525,18577,kluyveri,False
k141_6526,12,1151,12.6503,17,kudriavzevii,False
k141_11923,23,3254,109.657,1650,kluyveri,False
k141_2078,55,5175,65.6903,774,paradoxus,False
k141_6527,12,2187,102.861,1141,kluyveri,False
k141_3007,257,22172,61.3509,4864,Rhinovirus,True
k141_4995,79,7042,92.0223,1229,wickerhamii,False
k141_9304,12,1080,13.071,15,kudriavzevii,False
k141_13736,1613,128131,77.2375,30943,lactis,False
k141_5761,1008,86773,75.6403,23180,wickerhamii,False
k141_13737,16,1657,464.561,1887,kluyveri,False
k141_5768,10,1250,12.85,22,kudriavzevii,False
k141_9310,19,1099,12.9505,15,kudriavzevii,False
k141_9311,92,7752,56.5943,980,paradoxus,False
k141_8396,1214,91052,100.198,31476,kluyveri,False
k141_3931,3519,309155,87.5537,73758,stipitis,False
k141_2081,125,10957,87.4197,1810,Rhinovirus,True
k141_6530,140,17204,122.093,5419,kluyveri,False
k141_4996,151,13570,57.9845,2914,paradoxus,False
k141_2083,98,7638,248.47,2093,cerevisiae,False
k141_5780,304,24787,283.347,28007,cerevisiae,False
k141_2085,14,1225,10.8781,22,kudriavzevii,False
k141_5782,130,8525,91.5818,1787,castellii,False
k141_6535,109,12318,90.0404,1875,Influenzavirus,True
k141_11927,481,32541,95.9725,7716,castellii,False
k141_5784,35,4533,114.691,2826,kluyveri,False
k141_10920,394,34239,79.8739,7772,Rhinovirus,True
k141_5787,30,2058,251.839,1308,Coronavirus,True
k141_8400,140,13386,61.3335,2325,paradoxus,False
k141_3934,231,18268,284.481,15085,Herpesvirus,True
k141_8401,129,11426,63.377,1371,paradoxus,False
k141_7448,552,36931,92.674,7849,castellii,False
k141_3936,28,3014,87.8659,642,kluyveri,False
k141_3938,39,3319,711.383,4177,cerevisiae,False
k141_11928,61,4144,65.6094,2780,lactis,False
k141_3022,212,17495,56.0078,3566,paradoxus,False
k141_11929,46,3690,50.8257,638,Herpesvirus,True
k141_13738,918,76033,88.0343,17705,stipitis,False
k141_13740,12,1022,73.5608,89,paradoxus,False
k141_462,560,53396,82.5765,7569,uvarum,False
k141_6539,163,14988,61.8253,3451,Rhinovirus,True
k141_6541,4,1482,143.961,80,Unmapped,False
k141_6543,11,2127,105.916,707,kluyveri,False
k141_463,160,11813,283.796,10074,cerevisiae,False
k141_7449,30,2278,166.65,339,wickerhamii,False
k141_6549,32,2607,49.1201,411,paradoxus,False
k141_5790,623,48424,80.4835,7915,wickerhamii,False
k141_5005,227,17214,58.3,2441,paradoxus,False
k141_5791,38,2790,52.3716,297,paradoxus,False
k141_5008,29,2515,96.8592,406,stipitis,False
k141_7450,114,9486,58.1146,1952,paradoxus,False
k141_8402,216,18061,62.4743,3275,paradoxus,False
k141_6551,49,4136,53.9413,770,paradoxus,False
k141_11930,369,25359,95.3885,6087,castellii,False
k141_464,109,10889,60.5726,1597,paradoxus,False
k141_465,9,1967,94.5476,192,uvarum,False
k141_7452,18,1764,60.0347,208,paradoxus,False
k141_6553,25,2093,58.1997,207,paradoxus,False
k141_6554,19,1569,47.2755,121,paradoxus,False
k141_470,156,13601,313.557,11537,cerevisiae,False
k141_9312,462,46515,83.341,7804,uvarum,False
k141_9313,14,1145,58.5759,198,paradoxus,False
k141_10149,1827,144115,74.7825,48514,lactis,False
k141_9314,43,3774,56.4989,650,paradoxus,False
k141_5793,856,68645,293.692,56081,cerevisiae,False
k141_8404,372,29923,68.692,4263,uvarum,False
k141_10150,178,14715,264.153,10330,cerevisiae,False
k141_1307,903,79684,98.2454,35504,kluyveri,False
k141_8406,53,5713,161.003,3603,paradoxus,False
k141_8407,31,3012,72.348,685,mikatae,False
k141_11934,239,21649,100.24,8410,mikatae,False
k141_7459,240,19129,87.0621,3730,mikatae,False
k141_5797,133,17080,92.1317,5941,waltii,False
k141_3034,367,27645,74.0701,6810,lactis,False
k141_9319,95,7771,305.096,5194,cerevisiae,False
k141_471,295,27527,85.5495,3405,uvarum,False
k141_8409,183,14011,97.7594,3434,Influenzavirus,True
k141_8413,7,1614,15.3408,67,kudriavzevii,False
k141_3945,760,68895,96.3992,21984,kluyveri,False
k141_3947,16,1212,8.29661,8,kudriavzevii,False
k141_3949,28,3637,72.645,1010,uvarum,False
k141_3950,5,1621,154.557,356,kluyveri,False
k141_8414,163,12169,105.072,1713,Herpesvirus,True
k141_472,57,5048,100.915,1279,kluyveri,False
k141_6562,565,52846,107.187,19832,kluyveri,False
k141_1308,294,28101,100.93,13310,kluyveri,False
k141_1309,16,1005,9.72983,6,Coronavirus,True
k141_5799,1174,74399,91.9188,15345,Influenzavirus,True
k141_5801,17,1769,63.8048,177,Coronavirus,True
k141_7460,325,27563,94.5169,11445,lactis,False
k141_5802,87,6721,64.4741,1505,paradoxus,False
k141_7463,18,2470,149.244,489,mikatae,False
k141_5803,121,10617,62.1797,1875,paradoxus,False
k141_10158,858,59925,100.174,14173,castellii,False
k141_8422,239,21021,312.686,21542,cerevisiae,False
k141_1313,71,7214,66.739,1559,paradoxus,False
