Bin index,Kingdom,Phylum,Class,Order,Family,Genus,Species,Customized annotation
MAG_93,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-62,,
MAG_930,,,,,,,,
MAG_931,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_932,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,1XD8-76,,
MAG_933,,,,,,,,
MAG_934,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Copromonas,,
MAG_935,,,,,,,,
MAG_936,,,,,,,,
MAG_937,,,,,,,,
MAG_938,,,,,,,,
MAG_939,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_94,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,,,
MAG_940,,,,,,,,
MAG_941,,,,,,,,
MAG_942,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795,
MAG_943,,,,,,,,
MAG_944,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_945,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755,
MAG_946,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_947,,,,,,,,
MAG_948,,,,,,,,
MAG_949,,,,,,,,
MAG_95,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter splanchnicus,
MAG_950,,,,,,,,
MAG_951,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,Caccovivens,,
MAG_952,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_953,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,,
MAG_954,,,,,,,,
MAG_955,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_956,,,,,,,,
MAG_957,,,,,,,,
MAG_958,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp017435905,
MAG_959,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_96,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,HGM12789,,
MAG_960,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG1959,,
MAG_961,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_962,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp017506845,
MAG_963,,,,,,,,
MAG_964,,,,,,,,
MAG_965,,,,,,,,
MAG_966,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_967,Bacteria,FirmicuteA,Clostridia,Monoglobales,Monoglobaceae,UMGS1820,,
MAG_968,,,,,,,,
MAG_969,,,,,,,,
MAG_97,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_970,,,,,,,,
MAG_971,,,,,,,,
MAG_972,,,,,,,,
MAG_973,,,,,,,,
MAG_974,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,CAG-303,,
MAG_975,,,,,,,,
MAG_976,,,,,,,,
MAG_977,,,,,,,,
MAG_978,,,,,,,,
MAG_979,,,,,,,,
MAG_98,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Schneewindia,,
MAG_980,,,,,,,,
MAG_981,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_982,,,,,,,,
MAG_983,,,,,,,,
MAG_984,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_985,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,QANA01,QANA01 sp003149735,
MAG_986,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485,
MAG_987,,,,,,,,
MAG_988,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,,,
MAG_989,,,,,,,,
MAG_99,,,,,,,,
MAG_990,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_991,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,RGIG3096,,
MAG_992,,,,,,,,
MAG_993,,,,,,,,
MAG_994,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485,
MAG_995,,,,,,,,
MAG_996,,,,,,,,
MAG_997,,,,,,,,
MAG_998,,,,,,,,
MAG_999,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Copromonas,Copromonas sp017435025,
Unbinned MAG_G,,,,,,,,
contig_10257,,,,Caudoviralev,Myoviridae,,,
contig_1066,,,,Caudoviralev,Siphoviridae,,,
contig_10735,,,,Caudoviralev,Myoviridae,,,
contig_10771,,,,,Phycodnaviridae,,,
contig_11008,,,,Caudoviralev,Myoviridae,,,
contig_11022,,,,Caudoviralev,Myoviridae,,,
contig_11187,,,,,,,,NC_0151791
contig_11267,,,,Caudoviralev,Myoviridae,,,
contig_11406,,,,,,,,NC_0146282
contig_11561,,,,Caudoviralev,Siphoviridae,,,
contig_11629,,,,Caudoviralev,Siphoviridae,,,
contig_11696,,,,,,,,NZ_CP0714731
contig_11719,,,,Caudoviralev,Myoviridae,,,
contig_11777,,,,Caudoviralev,Myoviridae,,,
contig_11778,,,,Caudoviralev,Podoviridae,,,
contig_11780,,,,Caudoviralev,Podoviridae,,,
contig_12067,,,,,,,,NZ_CP0410421
contig_12088,,,,,,,,NZ_LR1344331
contig_12122,,,,Caudoviralev,Podoviridae,,,
contig_12132,,,,Caudoviralev,Myoviridae,,,
contig_12278,,,,Caudoviralev,Siphoviridae,,,
contig_12401,,,,,,,,NZ_CP0492441
contig_12404,,,,Caudoviralev,Myoviridae,,,
contig_12792,,,,Caudoviralev,Siphoviridae,,,
contig_12826,,,,Caudoviralev,Siphoviridae,,,
contig_12845,,,,Caudoviralev,Siphoviridae,,,
contig_13056,,,,Caudoviralev,Podoviridae,,,
contig_13181,,,,,,,,NZ_CP0828431
contig_13209,,,,Caudoviralev,Podoviridae,,,
contig_1398,,,,Caudoviralev,Siphoviridae,,,
contig_14113,,,,Caudoviralev,Siphoviridae,,,
contig_14125,,,,Caudoviralev,Siphoviridae,,,
contig_14129,,,,,,,,NZ_CP0430291
contig_14550,,,,Caudoviralev,Myoviridae,,,
contig_14631,,,,Herpesviralev,Herpesviridae,,,
contig_14826,,,,Caudoviralev,Myoviridae,,,
contig_14983,,,,Caudoviralev,Myoviridae,,,
contig_15082,,,,Caudoviralev,Myoviridae,,,
contig_15134,,,,Caudoviralev,Siphoviridae,,,
contig_1520,,,,Caudoviralev,Siphoviridae,,,
contig_15240,,,,Caudoviralev,Myoviridae,,,
contig_1527,,,,Caudoviralev,Siphoviridae,,,
contig_15691,,,,Caudoviralev,Myoviridae,,,
contig_15738,,,,Caudoviralev,Siphoviridae,,,
contig_16113,,,,,,,,NZ_CP0694281
contig_16114,,,,,,,,NZ_CP0694281
contig_16427,,,,Caudoviralev,Siphoviridae,,,
contig_16443,,,,,,,,NZ_CP0463331
contig_16484,,,,Caudoviralev,Siphoviridae,,,
contig_16810,,,,Caudoviralev,Siphoviridae,,,
contig_1681,,,,Caudoviralev,Siphoviridae,,,
contig_16984,,,,Caudoviralev,Siphoviridae,,,
contig_17098,,,,Caudoviralev,Myoviridae,,,
contig_17164,,,,Caudoviralev,Myoviridae,,,
contig_17278,,,,Caudoviralev,Podoviridae,,,
contig_17826,,,,Caudoviralev,Siphoviridae,,,
contig_18017,,,,Caudoviralev,Myoviridae,,,
contig_18623,,,,Caudoviralev,Siphoviridae,,,
contig_18698,,,,Caudoviralev,Siphoviridae,,,
contig_19190,,,,Caudoviralev,Siphoviridae,,,
contig_19196,,,,Caudoviralev,Siphoviridae,,,
contig_19275,,,,Caudoviralev,Siphoviridae,,,
contig_19279,,,,Caudoviralev,Podoviridae,,,
contig_19521,,,,Caudoviralev,Podoviridae,,,
contig_19633,,,,,,,,NZ_CP0695691
contig_19634,,,,,,,,NZ_CP0805271
contig_19636,,,,,,,,NZ_CP0694281
contig_19727,,,,Caudoviralev,Siphoviridae,,,
contig_19821,,,,Caudoviralev,Myoviridae,,,
contig_21155,,,,Caudoviralev,Siphoviridae,,,
contig_2171,,,,Caudoviralev,Siphoviridae,,,
contig_2179,,,,Caudoviralev,Siphoviridae,,,
contig_2180,,,,Caudoviralev,Myoviridae,,,
contig_2182,,,,Caudoviralev,Myoviridae,,,
contig_2183,,,,Caudoviralev,Myoviridae,,,
contig_21859,,,,Caudoviralev,Myoviridae,,,
contig_2185,,,,Caudoviralev,Myoviridae,,,
contig_21881,,,,,,,,NZ_CP0865631
contig_21883,,,,,,,,NZ_CP0865631
contig_2194,,,,Caudoviralev,Podoviridae,,,
contig_22002,,,,Caudoviralev,Siphoviridae,,,
contig_22004,,,,Herpesviralev,Herpesviridae,,,
contig_22235,,,,Caudoviralev,Siphoviridae,,,
contig_22258,,,,Caudoviralev,Siphoviridae,,,
contig_22268,,,,Caudoviralev,Myoviridae,,,
contig_22269,,,,Caudoviralev,Siphoviridae,,,
contig_22279,,,,Caudoviralev,Myoviridae,,,
contig_22447,,,,,Phycodnaviridae,,,
contig_22811,,,,Caudoviralev,Myoviridae,,,
contig_22895,,,,Caudoviralev,Siphoviridae,,,
contig_23075,,,,,,,,NZ_CP0112481
contig_2313,,,,Caudoviralev,Siphoviridae,,,
contig_23189,,,,Caudoviralev,Siphoviridae,,,
contig_23277,,,,Herpesviralev,Herpesviridae,,,
contig_23343,,,,Caudoviralev,Myoviridae,,,
contig_23673,,,,Caudoviralev,Siphoviridae,,,
contig_23922,,,,Caudoviralev,Siphoviridae,,,
contig_24116,,,,Caudoviralev,Siphoviridae,,,
contig_24211,,,,Caudoviralev,Siphoviridae,,,
contig_24212,,,,Caudoviralev,Siphoviridae,,,
contig_24213,,,,Caudoviralev,Siphoviridae,,,
contig_24277,,,,Caudoviralev,Siphoviridae,,,
contig_24425,,,,,,,,NC_0113681
contig_24531,,,,Caudoviralev,Siphoviridae,,,
contig_24735,,,,Caudoviralev,Siphoviridae,,,
contig_24784,,,,,,,,NZ_CP0546091
contig_25083,,,,Caudoviralev,Podoviridae,,,
contig_25218,,,,Caudoviralev,Myoviridae,,,
contig_25313,,,,Caudoviralev,Myoviridae,,,
contig_25481,,,,Caudoviralev,Siphoviridae,,,
contig_25595,,,,Caudoviralev,Siphoviridae,,,
contig_25602,,,,Caudoviralev,Siphoviridae,,,
contig_25823,,,,,Retroviridae,,,
contig_25887,,,,Caudoviralev,Podoviridae,,,
contig_26118,,,,Caudoviralev,Myoviridae,,,
contig_26505,,,,,,,,NZ_OL7908111
contig_26632,,,,Caudoviralev,Podoviridae,,,
contig_26777,,,,Caudoviralev,Podoviridae,,,
contig_26817,,,,Caudoviralev,Siphoviridae,,,
contig_27205,,,,Caudoviralev,Siphoviridae,,,
contig_27629,,,,Caudoviralev,Myoviridae,,,
contig_27881,,,,Caudoviralev,Myoviridae,,,
contig_27884,,,,Caudoviralev,Podoviridae,,,
contig_27891,,,,Caudoviralev,Siphoviridae,,,
contig_27892,,,,Caudoviralev,Myoviridae,,,
contig_2793,,,,Caudoviralev,Siphoviridae,,,
contig_28057,,,,Caudoviralev,Myoviridae,,,
contig_28164,,,,Caudoviralev,Siphoviridae,,,
contig_2826,,,,Caudoviralev,Myoviridae,,,
contig_28431,,,,Caudoviralev,Siphoviridae,,,
contig_28434,,,,Caudoviralev,Myoviridae,,,
contig_28761,,,,Caudoviralev,Myoviridae,,,
contig_28844,,,,Caudoviralev,Myoviridae,,,
contig_29620,,,,Caudoviralev,Siphoviridae,,,
contig_29714,,,,Caudoviralev,Siphoviridae,,,
contig_30161,,,,Caudoviralev,Siphoviridae,,,
contig_30343,,,,Herpesviralev,Herpesviridae,,,
contig_30407,,,,Herpesviralev,Herpesviridae,,,
contig_30590,,,,Caudoviralev,Siphoviridae,,,
contig_30593,,,,Caudoviralev,Siphoviridae,,,
contig_30655,,,,Caudoviralev,Siphoviridae,,,
contig_30754,,,,Caudoviralev,Siphoviridae,,,
contig_31068,,,,Caudoviralev,Myoviridae,,,
contig_310,,,,Caudoviralev,Siphoviridae,,,
contig_31108,,,,Caudoviralev,Siphoviridae,,,
contig_3122,,,,Caudoviralev,Siphoviridae,,,
contig_3125,,,,Caudoviralev,Podoviridae,,,
contig_31459,,,,,,,,NC_0221111
contig_31461,,,,Caudoviralev,Siphoviridae,,,
contig_31462,,,,Caudoviralev,Myoviridae,,,
contig_31464,,,,Caudoviralev,Myoviridae,,,
contig_31564,,,,Caudoviralev,Myoviridae,,,
contig_31686,,,,Caudoviralev,Siphoviridae,,,
contig_32285,,,,Caudoviralev,Siphoviridae,,,
contig_325,,,,Caudoviralev,Myoviridae,,,
contig_32640,,,,Caudoviralev,Siphoviridae,,,
contig_32741,,,,Caudoviralev,Myoviridae,,,
contig_32742,,,,Caudoviralev,Myoviridae,,,
contig_327,,,,Caudoviralev,Siphoviridae,,,
contig_33012,,,,Caudoviralev,Myoviridae,,,
contig_332,,,,Caudoviralev,Myoviridae,,,
contig_33492,,,,Caudoviralev,Siphoviridae,,,
contig_33525,,,,,,,,NZ_CP0866111
contig_33533,,,,,,,,NZ_CP0223671
contig_33587,,,,Caudoviralev,Podoviridae,,,
contig_33590,,,,Caudoviralev,Podoviridae,,,
contig_33671,,,,,,,,NZ_LC4730831
contig_33858,,,,Caudoviralev,Myoviridae,,,
contig_34067,,,,Caudoviralev,Siphoviridae,,,
contig_34224,,,,Caudoviralev,Myoviridae,,,
contig_34225,,,,Caudoviralev,Siphoviridae,,,
contig_34357,,,,Caudoviralev,Myoviridae,,,
contig_34505,,,,Caudoviralev,Siphoviridae,,,
contig_34847,,,,Caudoviralev,Myoviridae,,,
contig_34970,,,,Caudoviralev,Myoviridae,,,
contig_34996,,,,Caudoviralev,Myoviridae,,,
contig_34999,,,,Herpesviralev,Herpesviridae,,,
contig_35027,,,,Caudoviralev,Siphoviridae,,,
contig_35387,,,,Caudoviralev,Siphoviridae,,,
contig_35651,,,,Caudoviralev,Myoviridae,,,
contig_35724,,,,,,,,NZ_CP0424651
contig_35805,,,,Caudoviralev,Myoviridae,,,
contig_35830,,,,,,,,NZ_CP0533161
contig_35872,,,,Caudoviralev,Siphoviridae,,,
contig_35873,,,,Caudoviralev,Siphoviridae,,,
contig_36015,,,,Caudoviralev,Myoviridae,,,
contig_36580,,,,Caudoviralev,Siphoviridae,,,
contig_372,,,,Caudoviralev,Siphoviridae,,,
contig_37592,,,,Caudoviralev,Siphoviridae,,,
contig_38427,,,,Caudoviralev,Podoviridae,,,
contig_38489,,,,Caudoviralev,Siphoviridae,,,
contig_38647,,,,,,,,NZ_CP0900921
contig_39085,,,,Caudoviralev,Podoviridae,,,
contig_39088,,,,Caudoviralev,Myoviridae,,,
contig_39119,,,,Caudoviralev,Siphoviridae,,,
contig_39686,,,,Caudoviralev,Siphoviridae,,,
contig_39962,,,,Caudoviralev,Podoviridae,,,
contig_4003,,,,Caudoviralev,Siphoviridae,,,
contig_40089,,,,Caudoviralev,Siphoviridae,,,
contig_40215,,,,Caudoviralev,Siphoviridae,,,
contig_40442,,,,Caudoviralev,Siphoviridae,,,
contig_40454,,,,Caudoviralev,Siphoviridae,,,
contig_40536,,,,Caudoviralev,Siphoviridae,,,
contig_40537,,,,Caudoviralev,Siphoviridae,,,
contig_41056,,,,,,,,NZ_CP0399651
contig_41097,,,,Caudoviralev,Podoviridae,,,
contig_41181,,,,Caudoviralev,Siphoviridae,,,
contig_41478,,,,Caudoviralev,Myoviridae,,,
contig_41638,,,,Caudoviralev,Myoviridae,,,
contig_41661,,,,Caudoviralev,Myoviridae,,,
contig_41925,,,,Caudoviralev,Siphoviridae,,,
contig_41969,,,,Caudoviralev,Siphoviridae,,,
contig_42104,,,,Caudoviralev,Podoviridae,,,
contig_42151,,,,Caudoviralev,Siphoviridae,,,
contig_42178,,,,Caudoviralev,Siphoviridae,,,
contig_42196,,,,Caudoviralev,Myoviridae,,,
contig_42250,,,,Caudoviralev,Siphoviridae,,,
contig_4231,,,,Caudoviralev,Podoviridae,,,
contig_42410,,,,Caudoviralev,Siphoviridae,,,
contig_42412,,,,Caudoviralev,Siphoviridae,,,
contig_4262,,,,Caudoviralev,Siphoviridae,,,
contig_42797,,,,Caudoviralev,Podoviridae,,,
contig_43032,,,,Caudoviralev,Podoviridae,,,
contig_43078,,,,,,,,NZ_CP0594091
contig_43285,,,,Caudoviralev,Myoviridae,,,
contig_43589,,,,Caudoviralev,Siphoviridae,,,
contig_43609,,,,Caudoviralev,Siphoviridae,,,
contig_4365,,,,Caudoviralev,Siphoviridae,,,
contig_4368,,,,Caudoviralev,Podoviridae,,,
contig_43763,,,,Caudoviralev,Podoviridae,,,
contig_43801,,,,,,,,NZ_CP0330451
contig_44067,,,,Caudoviralev,Myoviridae,,,
contig_44181,,,,Caudoviralev,Siphoviridae,,,
contig_44253,,,,Caudoviralev,Siphoviridae,,,
contig_44310,,,,,,,,NZ_AP0234161
contig_45248,,,,Caudoviralev,Siphoviridae,,,
contig_45250,,,,Caudoviralev,Myoviridae,,,
contig_45364,,,,Caudoviralev,Siphoviridae,,,
contig_45466,,,,Caudoviralev,Siphoviridae,,,
contig_4563,,,,Caudoviralev,Podoviridae,,,
contig_45882,,,,Caudoviralev,Siphoviridae,,,
contig_45958,,,,Caudoviralev,Siphoviridae,,,
contig_46165,,,,,,,,NZ_CP0424651
contig_46251,,,,,,,,NZ_LR1344691
contig_46371,,,,,,,,NZ_CP0492481
contig_46711,,,,Caudoviralev,Siphoviridae,,,
contig_47424,,,,Caudoviralev,Siphoviridae,,,
contig_47491,,,,Herpesviralev,Herpesviridae,,,
contig_48059,,,,,,,,NZ_AP0197171
contig_48359,,,,Caudoviralev,Myoviridae,,,
contig_48636,,,,Caudoviralev,Siphoviridae,,,
contig_48676,,,,Caudoviralev,Myoviridae,,,
contig_48786,,,,Caudoviralev,Podoviridae,,,
contig_49018,,,,Caudoviralev,Siphoviridae,,,
contig_49179,,,,Caudoviralev,Siphoviridae,,,
contig_5000,,,,Caudoviralev,Myoviridae,,,
contig_50058,,,,Caudoviralev,Siphoviridae,,,
contig_50165,,,,Herpesviralev,Herpesviridae,,,
contig_50421,,,,,,,,NG_0482721
contig_50444,,,,,,,,NZ_CP0164681
contig_50480,,,,Caudoviralev,Siphoviridae,,,
contig_50816,,,,,,,,NZ_CP0301271
contig_50850,,,,Caudoviralev,Siphoviridae,,,
contig_50858,,,,,,,,NZ_LR2149391
contig_51292,,,,Caudoviralev,Myoviridae,,,
contig_51294,,,,Caudoviralev,Siphoviridae,,,
contig_51460,,,,Caudoviralev,Myoviridae,,,
contig_51574,,,,Caudoviralev,Podoviridae,,,
contig_51821,,,,Caudoviralev,Myoviridae,,,
contig_51828,,,,Caudoviralev,Myoviridae,,,
contig_5205,,,,Caudoviralev,Myoviridae,,,
contig_52069,,,,Caudoviralev,Myoviridae,,,
contig_52096,,,,Caudoviralev,Siphoviridae,,,
contig_52166,,,,,,,,NC_0221111
contig_52540,,,,Caudoviralev,Podoviridae,,,
contig_53035,,,,Caudoviralev,Myoviridae,,,
contig_53286,,,,Caudoviralev,Siphoviridae,,,
contig_5360,,,,Caudoviralev,Myoviridae,,,
contig_53679,,,,Herpesviralev,Herpesviridae,,,
contig_53793,,,,Caudoviralev,Myoviridae,,,
contig_53827,,,,Caudoviralev,Siphoviridae,,,
contig_5424,,,,Caudoviralev,Siphoviridae,,,
contig_54465,,,,Caudoviralev,Myoviridae,,,
contig_54467,,,,Caudoviralev,Siphoviridae,,,
contig_54700,,,,Caudoviralev,Siphoviridae,,,
contig_54790,,,,Caudoviralev,Podoviridae,,,
contig_54845,,,,Herpesviralev,Herpesviridae,,,
contig_5487,,,,Caudoviralev,Myoviridae,,,
contig_55036,,,,Caudoviralev,Myoviridae,,,
contig_55055,,,,,,,,NZ_CP0912141
contig_55085,,,,Caudoviralev,Podoviridae,,,
contig_55166,,,,Caudoviralev,Siphoviridae,,,
contig_5516,,,,,,,,NZ_CP0722501
contig_55442,,,,Caudoviralev,Siphoviridae,,,
contig_55494,,,,Caudoviralev,Myoviridae,,,
contig_55596,,,,Caudoviralev,Siphoviridae,,,
contig_55615,,,,Caudoviralev,Siphoviridae,,,
contig_55697,,,,Caudoviralev,Podoviridae,,,
contig_55860,,,,Caudoviralev,Myoviridae,,,
contig_56002,,,,Caudoviralev,Siphoviridae,,,
contig_56100,,,,,,,,NZ_CP0714731
contig_56141,,,,Caudoviralev,Siphoviridae,,,
contig_56172,,,,Caudoviralev,Siphoviridae,,,
contig_56214,,,,,,,,NZ_HG9383561
contig_56262,,,,Caudoviralev,Siphoviridae,,,
contig_56284,,,,Caudoviralev,Siphoviridae,,,
contig_56563,,,,Caudoviralev,Siphoviridae,,,
contig_56612,,,,Caudoviralev,Siphoviridae,,,
contig_56660,,,,Caudoviralev,Siphoviridae,,,
contig_56672,,,,Caudoviralev,Siphoviridae,,,
contig_56944,,,,Caudoviralev,Siphoviridae,,,
contig_56970,,,,Caudoviralev,Siphoviridae,,,
contig_56971,,,,Caudoviralev,Siphoviridae,,,
contig_5701,,,,Caudoviralev,Siphoviridae,,,
contig_57040,,,,Caudoviralev,Myoviridae,,,
contig_57164,,,,Caudoviralev,Siphoviridae,,,
contig_57206,,,,Caudoviralev,Siphoviridae,,,
contig_57210,,,,Caudoviralev,Podoviridae,,,
contig_57272,,,,Caudoviralev,Siphoviridae,,,
contig_57442,,,,Caudoviralev,Siphoviridae,,,
contig_57451,,,,Caudoviralev,Podoviridae,,,
contig_57490,,,,Caudoviralev,Podoviridae,,,
contig_57513,,,,Caudoviralev,Siphoviridae,,,
contig_57597,,,,Caudoviralev,Siphoviridae,,,
contig_57673,,,,Caudoviralev,Siphoviridae,,,
contig_57725,,,,Caudoviralev,Siphoviridae,,,
contig_57726,,,,Caudoviralev,Myoviridae,,,
contig_57745,,,,Caudoviralev,Siphoviridae,,,
contig_57746,,,,Caudoviralev,Siphoviridae,,,
contig_57797,,,,Caudoviralev,Siphoviridae,,,
contig_57883,,,,Caudoviralev,Siphoviridae,,,
contig_57925,,,,Caudoviralev,Siphoviridae,,,
contig_57926,,,,Caudoviralev,Siphoviridae,,,
contig_5792,,,,Caudoviralev,Siphoviridae,,,
contig_57961,,,,Caudoviralev,Siphoviridae,,,
contig_58103,,,,,,,,NZ_AP0234161
contig_58133,,,,Caudoviralev,Myoviridae,,,
contig_58169,,,,Caudoviralev,Myoviridae,,,
contig_58217,,,,Caudoviralev,Siphoviridae,,,
contig_58317,,,,Herpesviralev,Herpesviridae,,,
contig_58334,,,,Caudoviralev,Siphoviridae,,,
contig_58375,,,,Caudoviralev,Siphoviridae,,,
contig_58492,,,,Caudoviralev,Siphoviridae,,,
contig_58553,,,,Caudoviralev,Siphoviridae,,,
contig_58576,,,,,,,,NZ_CP0513731
contig_58599,,,,Caudoviralev,Siphoviridae,,,
contig_58602,,,,Caudoviralev,Siphoviridae,,,
contig_58649,,,,Caudoviralev,Siphoviridae,,,
contig_58717,,,,Herpesviralev,Herpesviridae,,,
contig_58809,,,,,,,,NZ_LN8689391
contig_58826,,,,Caudoviralev,Myoviridae,,,
contig_58930,,,,Herpesviralev,Herpesviridae,,,
contig_58931,,,,Ligamenviralev,Rudiviridae,,,
contig_58968,,,,Caudoviralev,Siphoviridae,,,
contig_59159,,,,Caudoviralev,Myoviridae,,,
contig_59224,,,,Caudoviralev,Siphoviridae,,,
contig_59247,,,,Caudoviralev,Siphoviridae,,,
contig_59270,,,,Caudoviralev,Siphoviridae,,,
contig_59296,,,,Caudoviralev,Podoviridae,,,
contig_59355,,,,Caudoviralev,Siphoviridae,,,
contig_59658,,,,Caudoviralev,Siphoviridae,,,
contig_59707,,,,Caudoviralev,Siphoviridae,,,
contig_59718,,,,Caudoviralev,Siphoviridae,,,
contig_59853,,,,Caudoviralev,Siphoviridae,,,
contig_59904,,,,Caudoviralev,Siphoviridae,,,
contig_59923,,,,Herpesviralev,Herpesviridae,,,
contig_60013,,,,Caudoviralev,Siphoviridae,,,
contig_60054,,,,Caudoviralev,Podoviridae,,,
contig_60071,,,,Caudoviralev,Myoviridae,,,
contig_60095,,,,Caudoviralev,Siphoviridae,,,
contig_60145,,,,Caudoviralev,Podoviridae,,,
contig_60158,,,,Caudoviralev,Siphoviridae,,,
contig_60241,,,,Caudoviralev,Siphoviridae,,,
contig_60246,,,,,,,,NZ_CP0152511
contig_60286,,,,Caudoviralev,Siphoviridae,,,
contig_60325,,,,Caudoviralev,Siphoviridae,,,
contig_60406,,,,Caudoviralev,Siphoviridae,,,
contig_60444,,,,,,,,NZ_CP0855111
contig_60552,,,,Caudoviralev,Myoviridae,,,
contig_60560,,,,Caudoviralev,Siphoviridae,,,
contig_60601,,,,Caudoviralev,Myoviridae,,,
contig_60610,,,,Caudoviralev,Podoviridae,,,
contig_60743,,,,Caudoviralev,Siphoviridae,,,
contig_60766,,,,Caudoviralev,Siphoviridae,,,
contig_60768,,,,Caudoviralev,Siphoviridae,,,
contig_60805,,,,Caudoviralev,Podoviridae,,,
contig_60861,,,,Caudoviralev,Siphoviridae,,,
contig_60911,,,,Caudoviralev,Siphoviridae,,,
contig_60916,,,,Caudoviralev,Siphoviridae,,,
contig_60969,,,,Caudoviralev,Siphoviridae,,,
contig_61006,,,,Caudoviralev,Siphoviridae,,,
contig_61022,,,,Caudoviralev,Siphoviridae,,,
contig_61026,,,,Caudoviralev,Myoviridae,,,
contig_61038,,,,Caudoviralev,Siphoviridae,,,
contig_61056,,,,Caudoviralev,Siphoviridae,,,
contig_61058,,,,Caudoviralev,Myoviridae,,,
contig_61060,,,,Caudoviralev,Siphoviridae,,,
contig_61065,,,,Caudoviralev,Siphoviridae,,,
contig_61066,,,,Caudoviralev,Siphoviridae,,,
contig_61085,,,,Caudoviralev,Siphoviridae,,,
contig_61102,,,,Caudoviralev,Siphoviridae,,,
contig_61106,,,,Ligamenviralev,Lipothrixviridae,,,
contig_61111,,,,Caudoviralev,Siphoviridae,,,
contig_61114,,,,Caudoviralev,Myoviridae,,,
contig_6251,,,,Caudoviralev,Myoviridae,,,
contig_6942,,,,Caudoviralev,Siphoviridae,,,
contig_6944,,,,Caudoviralev,Siphoviridae,,,
contig_7034,,,,Caudoviralev,Podoviridae,,,
contig_7206,,,,,,,,NZ_CP0330451
contig_7212,,,,Caudoviralev,Myoviridae,,,
contig_7213,,,,Caudoviralev,Siphoviridae,,,
contig_7353,,,,Caudoviralev,Myoviridae,,,
contig_7455,,,,Caudoviralev,Siphoviridae,,,
contig_8248,,,,Caudoviralev,Podoviridae,,,
contig_8263,,,,Caudoviralev,Podoviridae,,,
contig_8328,,,,Caudoviralev,Myoviridae,,,
contig_8353,,,,Caudoviralev,Siphoviridae,,,
contig_838,,,,Caudoviralev,Siphoviridae,,,
contig_8717,,,,Caudoviralev,Siphoviridae,,,
contig_8731,,,,Caudoviralev,Siphoviridae,,,
contig_8855,,,,,,,,NZ_CP0456131
contig_9193,,,,Caudoviralev,Siphoviridae,,,
contig_9317,,,,Herpesviralev,Herpesviridae,,,
