Contig index,The number of restriction sites,Contig length,Contig coverage
contig_26181,306,30084,91
contig_26186,586,93856,102
contig_26188,538,59547,24326
contig_2619,23208,2925822,82
contig_26193,225,42754,11
contig_26194,721,72020,34
contig_26198,321,50754,8012
contig_2620,5973,1612349,60
contig_26206,1185,122441,46
contig_26208,397,54522,59
contig_2621,285,37093,1032
contig_2622,5268,1547766,206
contig_26229,124,25520,95
contig_26230,279,35993,1040
contig_26231,13082,1685238,254
contig_26235,1827,190873,356
contig_26248,2017,195209,98
contig_26254,162,35888,88
contig_26255,493,59102,152
contig_26257,596,64587,135
contig_26258,1157,122035,72
contig_26260,384,44085,32
contig_26265,150,19595,40
contig_26268,477,54664,182
contig_2627,1258,159371,808
contig_26273,199,17339,477
contig_26279,995,112441,36
contig_26280,186,29818,127
contig_26282,1663,178477,104
contig_26285,293,49107,6621
contig_2629,4223,383933,757
contig_26290,1142,90123,121
contig_26294,956,97003,42
contig_263,5404,306250,8
contig_26311,84,16589,100
contig_26314,31,11359,15
contig_26321,349,22191,6518
contig_26325,2672,583313,66
contig_26326,173,39732,24
contig_26332,173,30611,43
contig_26335,253,40962,199
contig_26343,689,54451,1456
contig_26351,1123,129806,27
contig_26354,542,54330,41
contig_26363,280,63077,24
contig_26371,98,26554,1525
contig_26372,7816,887049,119
contig_26379,1673,132717,337
contig_26380,1340,104952,99
contig_26382,561,35891,398
contig_26407,1884,259022,210
contig_26408,5147,522282,44
contig_26418,206,27421,37
contig_26419,154,20964,71
contig_26430,560,71964,220
contig_26431,406,48934,57
contig_26433,436,50843,20
contig_26435,476,51714,1389
contig_26437,2185,229996,21
contig_26439,896,55905,17
contig_26442,517,32599,1722
contig_26447,3253,649889,205
contig_26455,1878,192567,255
contig_26466,1165,100392,50
contig_26468,984,83249,35
contig_26475,224,38630,69
contig_26477,433,48552,60
contig_26480,423,56299,76386
contig_26481,24702,3077371,89995
contig_26482,13081,1746273,166
contig_26484,540,87612,999
contig_26487,461,45425,197
contig_26493,5275,350952,77
contig_26496,491,55688,82
contig_26497,189,29926,99
contig_26498,534,73946,4
contig_26499,127,33095,130
contig_26500,1009,147984,4
contig_26503,111,10999,88
contig_26505,816,74111,17
contig_26506,436,48533,8
contig_26507,473,53333,101
contig_26509,317,31788,7
contig_26519,112,17079,211
contig_26521,1029,146614,8
contig_26525,323,42376,60
contig_26540,118,29709,656
contig_26541,39,10993,147
contig_26542,209,41809,193
contig_26547,2866,311426,6
contig_26548,639,33916,180
contig_26551,493,59994,6211
contig_26552,3247,375374,62
contig_26558,848,83758,1459
contig_26567,5250,1021118,147
contig_26572,2922,289138,1
contig_26574,103,13340,1747
contig_26577,3315,553829,56
contig_26579,300,43883,75
contig_26581,370,46576,17
contig_26585,200,25527,43
contig_26587,343,35653,32
contig_26589,180,19832,7374
contig_26609,941,104491,807
contig_26610,982,104753,257
contig_26615,369,35245,123
contig_26618,225,59667,106
contig_26620,525,75860,26
contig_26632,668,42005,103
contig_26637,652,45899,193
contig_26639,829,86493,29
contig_26641,238,29280,57
contig_26642,482,57849,122
contig_26644,451,50197,59
contig_26645,450,54539,20
contig_26648,245,25043,55
contig_26655,377,31384,5
contig_26660,294,30530,19
contig_26664,40,4625,2596
contig_26670,5461,1388368,208
contig_26671,2417,225790,39
contig_2668,205,31373,736
contig_26680,1686,358927,79
contig_26686,638,61312,603
contig_26691,2537,397529,661
contig_26693,2641,160213,202
contig_267,7235,423220,500
contig_26704,3111,420799,563
contig_26718,682,59775,35
contig_26729,276,33709,121
contig_26737,201,45191,165
contig_26739,650,108208,37270
contig_2675,1462,90407,55
contig_26751,270,36235,130
contig_26758,771,74856,1431
contig_26759,4494,591316,58
contig_26763,321,41011,28
contig_26765,284,37661,2017
contig_26777,100,11635,386
contig_26783,202,60026,33
contig_26789,284,34665,171
contig_26796,263,40396,6
contig_268,1775,104817,269
contig_26800,1576,86694,105
contig_26808,2219,134398,137
contig_26813,794,93217,681
contig_26817,5497,559804,87
contig_2682,804,76337,51
contig_26820,274,72935,47
contig_26825,912,59179,115
contig_26832,483,45390,99
contig_26845,642,85082,13329
contig_26848,226,53991,68
contig_26851,1344,92665,40
contig_26852,954,96775,304
contig_26853,1457,151610,103
contig_26857,149,14845,39
contig_26862,806,96050,49
contig_26866,174,19022,407
contig_2687,1727,160157,72
contig_26871,327,35352,237
contig_26872,720,80409,265
contig_26880,3771,412156,336
contig_26899,3246,302325,1217
contig_26901,602,44708,12
contig_26902,244,36342,16
contig_26903,227,34878,11
contig_26908,155,17790,262
contig_26916,662,115348,566
contig_26920,1629,166600,217
contig_26921,505,100538,9
contig_26929,303,29422,88
contig_26936,171,17189,88
contig_26940,828,75411,411
contig_26941,602,89289,3505
contig_26942,1731,187414,2255
contig_26961,2737,320100,356
contig_26965,569,74513,17
contig_26969,355,42352,2739
contig_26970,3798,451611,48
contig_26984,610,67671,455
contig_26989,740,62113,237
contig_2699,993,122909,141
contig_26994,1271,192901,20
contig_27003,543,60846,213
contig_27004,7,12704,671
contig_27005,35,9532,36
contig_27006,35,9290,54
contig_27008,881,101209,184
contig_27012,630,71214,561
contig_27015,8016,892327,1107
contig_27026,305,36448,328
contig_27032,495,42028,7
contig_27033,723,43233,358
contig_27049,162,37661,14
contig_2705,94,9639,939
contig_27053,2923,359007,241
contig_27054,382,44333,26
contig_27055,1679,211744,704
contig_27060,2076,360963,58
contig_27061,626,54291,40
contig_27064,232,27213,146
contig_27069,1548,158417,22958
contig_2707,12375,3019882,102
contig_27071,683,90199,160
contig_27073,338,48195,231
contig_27074,961,101343,30
contig_2708,65,11177,755
contig_27082,7860,944467,770
contig_27085,740,50563,89
contig_27087,261,30660,7674
contig_2709,7280,755935,119
contig_27090,1394,163142,10322
contig_2710,8699,917761,62
contig_27110,568,64541,113
contig_27114,1751,101930,539
contig_27115,649,80741,149
contig_27119,778,76471,68
contig_27125,302,35023,94
contig_27144,467,55112,19
contig_27152,191,24874,23673
contig_2716,6565,594787,172
contig_27171,1728,218382,481
contig_27176,1615,201601,2134
contig_2718,4609,728203,314
contig_27198,301,38545,56
contig_27205,261,32424,595
contig_27209,746,99248,478
contig_2721,4465,428224,5
contig_27211,320,43049,33
contig_27214,315,37831,35
contig_27218,557,72194,211
contig_2722,87,13069,25
contig_27221,652,125764,54
contig_27229,371,39379,100
contig_27234,358,48308,379
contig_27235,1474,130797,1496
contig_27238,2575,294258,185
contig_27239,1020,100607,39
contig_27246,543,73913,27
contig_27254,1231,119124,68
contig_27267,354,49660,65
contig_2727,482,70352,114
contig_27278,463,48691,7
contig_27280,439,23050,8
contig_27281,1931,96096,39
contig_27282,3210,167776,129
contig_27287,461,53929,168
contig_273,999,124764,12621
contig_27305,2098,294330,141
contig_27314,417,63038,59
contig_27315,1100,173297,249
contig_27318,2597,250269,19
contig_27325,456,71555,210
contig_27329,2018,123161,11
contig_27335,219,23566,185
contig_27344,2237,360113,44
contig_27345,544,93124,21
contig_27352,610,47539,501
contig_27354,350,62184,104
contig_27355,523,88325,67
contig_2736,195,18647,803
contig_27364,2302,316299,154
contig_27369,501,54240,42
contig_27370,254,31876,156
contig_27371,957,98973,223
contig_27372,2831,312304,40
contig_27387,153,25946,45
contig_27389,648,82854,145
contig_27390,1204,109236,2
contig_27404,652,59718,291
contig_2741,1227,160544,2188
contig_27417,2239,216506,66
contig_27418,138,37770,5
contig_2742,230,23038,22
contig_2743,541,60297,101
contig_27430,680,69655,88
contig_27431,569,49270,272
contig_27432,2076,198252,305
contig_27433,810,99795,29
contig_27436,125,16895,624
contig_27439,1323,113631,150
contig_2744,2306,259583,2260
contig_27450,113,32210,1413
contig_27453,1350,121582,46
contig_27455,595,75187,131
contig_27458,848,110494,117
contig_2746,470,51020,962
contig_27466,7515,594738,25
contig_27469,295,32152,757
contig_27472,367,49564,382
contig_27474,5991,715811,46
contig_27475,833,47052,62
contig_27479,806,82167,583
contig_27483,1173,116920,24
contig_27488,1138,107396,1
contig_27501,318,30112,87
contig_27512,977,134545,206
contig_27516,1032,98352,69
contig_27537,1054,112016,35
contig_27549,167,21613,535
contig_27550,353,118493,8
contig_27569,103,19523,358
contig_27574,246,74081,1
contig_27579,298,24013,41
contig_27584,550,44881,29
contig_27586,133,11377,1386
contig_2759,1148,142133,22
contig_27591,1035,118554,109
contig_27599,261,38793,171
contig_276,621,87802,189
contig_2760,2247,216861,3087
contig_2761,1281,168057,10
contig_27615,1140,51569,37
contig_27616,527,25957,219
contig_27620,1363,160366,13647
contig_27622,26416,1463141,408
contig_27623,5717,377482,113
contig_27624,1676,119476,60
contig_27629,107,20569,1213
contig_2763,3192,297551,20
contig_27635,544,63926,43
contig_27637,244,33552,129
contig_27638,756,115205,50
contig_27640,273,41322,608
contig_27641,208,35088,12083
contig_2765,7266,910971,69
contig_27661,43,11255,47
contig_27663,535,61862,1076
contig_27667,1401,202194,1642
contig_27671,5637,705332,49
contig_27681,685,68028,617
contig_2769,1668,176147,67
contig_27691,443,38618,1
contig_27695,164,19780,229
contig_27705,479,138945,128
contig_27709,951,168583,152
contig_27719,659,71782,65
contig_27720,427,50973,47
contig_27722,222,34903,65
contig_27732,120,17970,170
contig_27733,122,11300,115
contig_27735,1025,111440,2604
contig_27736,9394,969640,45
contig_27739,321,44049,103
contig_27741,816,75598,77
contig_27742,254,43271,183
contig_27748,2900,139837,140
contig_27753,2869,140782,551
contig_27760,4149,456065,254
contig_27762,518,71075,135
contig_27763,345,42429,73
contig_27764,63,8773,79
contig_27766,536,74285,76
contig_27769,432,60534,15
contig_27772,226,54223,131
contig_27774,3662,212539,151
contig_27775,382,51773,54
contig_27781,205,35411,90
contig_27783,452,67468,89
contig_27788,495,57851,31
contig_2780,931,97925,3427
contig_27807,3389,429375,23
contig_27814,270,30575,24210
contig_2783,37556,2801226,11
contig_27839,348,47813,9
contig_27848,60,4348,52
contig_2786,349,35679,39
contig_27862,563,59029,273
contig_27866,494,98386,484
contig_27868,4163,334353,181
contig_27871,536,78388,172
contig_27872,615,128114,24
contig_27874,691,73995,988
contig_27881,443,47308,151
contig_27884,211,41503,255
contig_27891,2788,270879,859
contig_27892,10087,929684,6430
contig_2790,813,88331,27
contig_27904,331,35935,157
contig_27908,464,65764,162
contig_27909,1430,169757,44
contig_2792,5552,269744,35
contig_27928,293,29110,150
contig_2793,2559,178520,25
contig_27930,65,18519,157
contig_27932,3072,237106,4
contig_27941,37,4803,1111
contig_27945,15918,499188,12690
contig_27946,5120,494351,59
contig_27947,188,16162,17
contig_27950,109,12353,17
contig_27959,442,77798,243
contig_2796,813,80795,10
contig_27960,443,77831,388
contig_27964,2205,255976,92
contig_2797,657,75658,53
contig_27973,775,50091,73
contig_27974,103,25549,36
contig_27976,120,13954,25
contig_27982,514,54746,21
contig_27984,1473,76485,37
contig_27985,665,64123,2430
contig_27986,2780,353149,354
contig_27994,3096,253270,633
contig_27997,4406,486502,523
contig_28,1753,252886,2110
contig_28000,4228,504298,292
contig_28001,535,67203,109
contig_28015,260,28313,50
contig_28020,207,20744,93
contig_28023,282,43172,235
contig_28024,1138,108063,165
contig_28026,898,124483,44
contig_28044,256,46860,2265
contig_28048,2638,383542,99
contig_28049,438,50552,509
contig_2805,8696,843894,103
contig_28057,1768,167814,551
contig_2806,3253,321766,768
contig_28061,1712,216876,102
contig_28066,241,17945,75
contig_28079,352,41593,1
contig_28085,790,46477,35
contig_28087,409,46304,51
contig_28090,535,72429,1811
contig_28093,2038,296971,8
contig_28098,175,34521,197
contig_281,1465,158531,249
contig_2810,3917,279386,101
contig_28104,377,49982,74
contig_28105,251,48792,135
contig_28107,409,68485,100
contig_28114,205,19231,46
contig_28120,475,47641,1339
contig_28124,267,35686,15
contig_28136,666,28543,866
contig_28140,3633,509510,102
contig_28141,873,127490,4165
contig_28144,90,15720,522
contig_28147,371,48678,179
contig_28151,2070,183405,5
contig_28154,199,16790,265
contig_28159,1059,160145,1
contig_28164,140,4883,25
contig_28169,1160,126939,6
contig_28171,218,21229,57
contig_28177,264,27093,23
contig_28178,219,22165,45
contig_2819,489,34563,114
contig_28204,110,39923,1061
contig_28206,544,90296,7658
contig_28207,564,95217,343
contig_28208,328,41279,41
contig_28209,222,38341,482
contig_28211,396,32178,239
contig_28217,2637,372262,256
contig_28226,18306,1322803,27
contig_28236,234,24364,138
contig_28246,770,81834,51
contig_28247,455,52965,208
contig_28253,1105,125501,62
contig_28255,212,34367,47
contig_28257,391,40954,157
contig_28258,270,50130,28
contig_2826,1182,69109,83
contig_28266,1302,226424,46
contig_28280,1041,81376,429
contig_28283,634,48036,14
contig_28288,174,21428,93
contig_2830,2140,131951,23
contig_28309,447,48012,61
contig_2831,2742,169826,15
contig_28314,781,78187,233
contig_28321,1717,148966,50
contig_28322,442,42195,24
contig_28328,625,53472,28
contig_28341,294,41391,122
contig_28349,585,101001,274
contig_28363,136,27133,303
contig_28365,1204,153199,5
contig_2837,673,39574,48
contig_28380,78,8479,180
contig_28384,6626,356423,14
contig_2839,1392,84154,114
contig_28390,297,49736,9
contig_28391,148,23984,64
contig_28392,301,46639,60
contig_28395,287,31451,296
contig_28397,763,43971,772
contig_28400,243,25663,3526
contig_28404,3910,452802,137
contig_28419,441,33616,60
contig_28420,329,33231,65
contig_28421,151,29759,165
contig_28425,1105,122137,66
contig_28431,108,12496,105
contig_28433,707,109354,65
contig_28434,1876,121483,5524
contig_2844,20446,2286073,205
contig_28448,1165,177805,84
contig_28449,647,82248,140
contig_28450,1887,375703,35
contig_28452,827,177490,64
contig_28458,448,52136,26
contig_28460,208,15365,231
contig_28463,356,35391,25
contig_28470,45,18981,35
contig_28478,292,14300,631
contig_2848,874,135386,52
contig_28481,217,21368,279
contig_28483,1261,133915,13
contig_2849,62,10507,143
contig_28497,259,36377,61
contig_28499,197,39664,6893
contig_28500,3592,463494,147
contig_28504,1327,134430,64
contig_28533,671,51738,20
contig_28546,119,14147,157
contig_28555,339,30223,233
contig_28573,3452,191654,74
contig_28575,973,101459,686
contig_28588,4027,440543,4129
contig_2859,3764,577648,49
contig_28609,574,69104,31
contig_28612,695,82907,1711
contig_28622,2012,275310,235
contig_28630,861,114696,33
contig_28634,333,39054,49
contig_28638,206,28754,12
contig_28645,177,27881,6
contig_28646,149,21633,31
contig_28648,308,40709,62
contig_28649,761,120946,1230
contig_28665,283,37716,78
contig_28666,62,23108,446
contig_28672,6282,641614,5010
contig_28673,447,50760,153
contig_28675,770,94592,117
contig_28676,656,98617,52
contig_28683,362,48714,197
contig_28687,942,82043,302
contig_28688,828,93508,321
contig_28699,587,70407,166
contig_28711,715,92957,47
contig_28715,464,46599,161
contig_2872,932,105795,211
contig_28720,183,23004,7
contig_28722,208,32494,91
contig_28723,458,50807,59
contig_28735,491,57322,14
contig_28740,270,21530,23
contig_28746,385,51693,60
contig_28747,2242,230025,54
contig_28748,317,48259,6
contig_28761,95,7000,652
contig_28766,748,83565,66
contig_28769,823,79823,526
contig_28776,618,84746,5618
contig_28778,5970,709064,10
contig_28784,220,21149,489
contig_28789,388,84826,146
contig_28790,279,33267,518
contig_28791,584,73653,138
contig_28792,600,86671,14
contig_28799,250,21400,117153
contig_288,192,63036,114
contig_28800,211,58461,36
contig_28802,131,26994,1419
contig_28804,191,33556,145
contig_28805,560,75911,183
contig_28809,1285,135870,111
contig_28810,405,55243,35
contig_28811,268,66284,60
contig_28830,720,69173,198
contig_28833,544,85554,241
contig_28836,1542,151441,64
contig_28838,993,84449,33
contig_28844,491,29745,191
contig_28847,260,44164,33
contig_28865,316,62165,77
contig_28866,250,34910,6721
contig_28868,991,171173,7076
contig_2887,2800,310035,63
contig_28875,352,113293,110
contig_28877,267,58556,261
contig_2888,1087,146695,52
contig_28880,2126,118601,55
contig_28906,408,38762,311
contig_2891,931,125463,2573
contig_2893,8092,1616636,20
contig_28930,122,19275,31
contig_28934,159,22618,22
contig_28935,123,22641,158
contig_28937,852,125623,191
contig_28943,1235,106520,116
contig_28948,1317,75018,16
contig_2895,53,18435,334
contig_2896,1000,93751,73
contig_28969,686,74016,1163
contig_28970,2177,347289,1057
contig_28985,1371,223158,55
contig_28986,100,15738,1482
contig_28996,3559,236470,14
contig_29001,201,11372,32
contig_29004,110,6767,87
contig_29009,416,47511,137
contig_2901,366,33892,224
contig_29026,2485,205703,1035
contig_2903,8342,802026,30
contig_29034,283,42671,43
contig_29036,1271,125714,319
contig_29038,3534,398944,38932
contig_2904,25965,2759761,2827
contig_29047,11001,1141531,32
contig_2905,253,36662,49
contig_29051,327,46183,112
contig_29054,3070,243959,1800
contig_29057,2612,374340,374
